1b38,0,0,9,2.4622222222222225,9,3.3433333333333337,4,3.0925,4,3.55,4,4.3125,0,0,0,0,0.8491890133999993
1v2t,2,3.93,7,2.4014285714285717,7,3.1999999999999997,2,3.2649999999999997,2,3.105,1,5.27,0,0,0,0,0.4577677626000005
1g7v,0,0,6,3.01,6,3.7083333333333335,0,0,0,0,1,4.25,0,0,0,0,4.455554684500001
1d4i,13,3.75076923076923,9,2.558888888888889,9,3.3066666666666666,2,3.175,2,2.895,0,0,0,0,0,0,-0.6691965455000002
2wec,4,3.7674999999999996,9,2.101111111111111,9,2.932222222222222,3,3.3333333333333335,3,3.7733333333333334,0,0,0,0,0,0,-1.1288582663
1a99,8,3.6425,10,2.191,10,3.1020000000000003,9,3.0599999999999996,9,3.4955555555555553,0,0,0,0,0,0,2.4487835703000003
5acy,17,3.770588235294117,11,2.255454545454546,11,3.060909090909091,3,3.8066666666666666,3,3.56,0,0,2,0.6849999999999999,0,0,1.5383019256
3hmo,6,3.7016666666666667,14,2.4885714285714284,14,3.3121428571428573,2,3.995,2,2.9699999999999998,0,0,0,0,0,0,-0.0668978243999998
1m1b,0,0,12,2.674166666666667,12,3.4500000000000006,6,3.355,6,3.6783333333333332,4,5.0325,0,0,0,0,1.4889320225999998
5nkd,5,3.72,5,1.988,5,2.9059999999999997,0,0,0,0,1,3.53,0,0,0,0,0.36546824030000025
2xbw,6,3.6649999999999996,7,2.744285714285714,7,3.467142857142857,2,3.5599999999999996,2,3.56,0,0,4,0.6975,0,0,-1.0705280473999998
1f8d,4,3.7775000000000003,13,2.4992307692307687,13,3.2238461538461536,11,3.5063636363636363,11,3.1827272727272726,3,4.3500000000000005,0,0,0,0,-2.1075490280999998
1fo0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.879095587
3bzf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4820057154000006
4ibi,8,3.83625,3,2.4299999999999997,3,3.1966666666666668,2,3.3449999999999998,2,3.83,3,3.566666666666667,0,0,0,0,-2.4144299655
5ceq,7,3.7028571428571433,2,2.0149999999999997,2,2.84,1,3.98,1,4.01,0,0,0,0,0,0,0.5665453759000005
5mo8,22,3.761363636363636,8,2.56875,8,3.3175000000000003,8,3.4699999999999998,8,3.1100000000000003,12,4.245,1,1.98,0,0,-1.3552414906999992
5aut,8,3.7337499999999997,1,2.47,1,3.42,2,3.4000000000000004,2,3.7,1,3.88,0,0,0,0,-1.2215731808
3l4z,0,0,16,2.5818749999999993,16,3.2568749999999995,9,3.367777777777778,9,3.118888888888889,3,4.613333333333333,0,0,0,0,2.7032840667
5c1m,16,3.8131249999999994,5,2.7600000000000002,5,3.3920000000000003,2,3.6399999999999997,2,3.67,2,4.145,0,0,0,0,1.285915879800001
3bra,3,3.796666666666667,0,0,0,0,1,3.18,1,2.9,0,0,0,0,0,0,-0.2463046366999997
1dl7,2,3.2800000000000002,4,2.9625000000000004,4,3.71,0,0,0,0,1,4.48,0,0,3,0.9366666666666665,4.5672953281
4a6b,16,3.69625,4,2.075,4,2.965,2,2.755,2,2.95,1,5.03,0,0,0,0,0.7780509608000017
5f2p,0,0,2,2.0,2,2.96,1,2.91,1,3.55,0,0,4,1.2225,0,0,0.02470306940000011
4i8n,2,3.75,6,2.5533333333333332,6,3.3666666666666667,3,3.5766666666666667,3,3.66,1,3.71,1,1.3,0,0,-0.16559331719999992
1fcz,20,3.8209999999999993,6,2.1783333333333332,6,3.0766666666666667,0,0,0,0,1,4.84,2,1.1099999999999999,0,0,-1.0619968058999998
5ito,6,3.766666666666667,25,2.4359999999999995,25,3.2796,4,3.175,4,3.4699999999999998,6,3.5233333333333334,0,0,2,1.8450000000000002,-1.0689181818
4jyt,2,3.52,6,2.4183333333333334,6,3.2083333333333335,1,3.99,1,3.26,0,0,1,0.54,1,1.9,1.6171281655000005
4asd,8,3.6262499999999998,7,2.28,7,3.037142857142857,0,0,0,0,0,0,0,0,0,0,-0.06268951190000038
3lzz,0,0,9,3.035555555555556,9,3.735555555555555,3,3.436666666666666,3,3.8533333333333335,6,4.516666666666667,4,0.9425,0,0,0.6778659308000003
6fnj,13,3.7638461538461536,11,2.212727272727273,11,3.0290909090909093,2,3.95,2,2.79,0,0,2,1.09,0,0,-3.6832464705000003
3kku,4,3.555,27,2.5588888888888883,27,3.294814814814814,13,3.3307692307692305,13,3.4046153846153846,0,0,0,0,0,0,1.3072310786
5nk2,6,3.7866666666666666,5,2.478,5,3.2399999999999998,0,0,0,0,0,0,0,0,0,0,-0.9264814893999995
1d6w,6,3.4766666666666666,5,2.8899999999999997,5,3.5200000000000005,5,3.412,5,3.2879999999999994,1,3.33,0,0,0,0,0.8134747499000001
2i4w,8,3.62625,7,2.625714285714286,7,3.4571428571428564,2,3.13,2,2.89,2,5.234999999999999,0,0,0,0,5.7484929749
4ykk,0,0,6,2.316666666666667,6,3.0833333333333335,0,0,0,0,2,3.4450000000000003,0,0,0,0,-0.25571226410000003
4b73,15,3.6493333333333333,8,2.295,8,3.025,0,0,0,0,0,0,0,0,0,0,1.5286578513000002
3jzh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18128451220000041
2ypi,0,0,14,2.4800000000000004,14,3.3164285714285713,5,3.5,5,3.412,4,3.91,0,0,0,0,3.2111043548000002
2q7q,7,3.812857142857143,3,2.706666666666667,3,3.436666666666666,1,2.76,1,3.04,0,0,2,1.51,0,0,0.8104397381999995
6d5e,4,3.7550000000000003,37,2.3805405405405407,37,3.1481081081081084,10,3.159,10,3.274,1,3.56,4,1.5050000000000001,0,0,-0.9678224811000007
1pbq,9,3.7544444444444443,5,2.234,5,3.128,7,2.8542857142857145,7,3.181428571428572,2,3.395,2,0.875,0,0,-0.17119377930000024
3hl8,7,3.642857142857143,9,2.8088888888888888,9,3.3955555555555557,1,3.52,1,2.71,0,0,0,0,0,0,-0.0865375059999991
4zzd,1,3.84,0,0,0,0,0,0,0,0,0,0,4,1.2075,0,0,1.9776707133000002
5m04,0,0,13,2.4384615384615387,13,3.1923076923076925,3,3.1966666666666668,3,3.59,2,3.675,0,0,0,0,-0.021404737100001014
2wq5,5,3.7920000000000003,6,2.5399999999999996,6,3.276666666666667,0,0,0,0,0,0,0,0,0,0,0.9069535542000002
1m2q,4,3.6625,5,2.584,5,3.146,3,3.41,3,3.33,0,0,0,0,0,0,-0.7208702080000009
2whp,6,3.5083333333333333,13,2.8430769230769233,13,3.4669230769230763,13,3.390769230769231,13,3.573076923076923,0,0,7,1.09,0,0,0.026816698199999767
4zow,3,3.8200000000000003,2,2.58,2,3.2800000000000002,0,0,0,0,0,0,0,0,0,0,0.31953892340000056
2j47,3,3.823333333333333,14,2.5042857142857144,14,3.2621428571428566,1,3.9,1,4.0,0,0,1,0.65,0,0,-1.1841044395999996
1sv3,2,3.605,4,2.2024999999999997,4,3.1,13,3.4953846153846153,13,3.2961538461538464,5,4.572,0,0,0,0,1.3981135043999995
6cwn,6,3.78,8,2.4325,8,3.19375,4,3.2824999999999998,4,3.5324999999999998,2,4.28,0,0,0,0,-0.4011200538999997
4dkq,8,3.7824999999999998,21,2.7199999999999998,21,3.391428571428572,9,3.692222222222222,9,3.274444444444444,3,4.346666666666667,1,0.53,0,0,-1.1986343827
3w9r,8,3.7862500000000003,4,2.7775,4,3.4924999999999997,1,2.65,1,2.67,1,2.76,0,0,0,0,0.6268792381999999
6hmg,1,3.74,6,2.611666666666667,6,3.275,1,4.01,1,4.0,2,4.285,0,0,0,0,-0.783063059899999
4i7l,17,3.668235294117647,9,2.3533333333333335,9,3.151111111111111,14,3.3414285714285703,14,3.5228571428571427,12,4.427499999999999,0,0,0,0,-0.030478736999999256
2vw1,2,3.875,8,2.38125,8,3.1275,7,3.4614285714285713,7,3.52,3,4.166666666666667,0,0,0,0,-2.0139766727999997
6gl8,10,3.745,1,1.77,1,2.68,2,3.495,2,3.11,1,4.66,2,1.5950000000000002,0,0,0.9429243836999994
4qf9,3,3.893333333333333,53,2.5573584905660374,53,3.310943396226416,17,3.515882352941176,17,3.3511764705882356,1,3.44,5,0.9959999999999999,0,0,-0.24479582639999986
3ekt,20,3.662499999999999,42,2.604047619047619,42,3.310238095238095,15,3.2946666666666666,15,3.12,8,4.876250000000001,0,0,0,0,5.1211058949
1gyy,9,3.5955555555555554,5,2.428,5,3.1559999999999997,3,3.28,3,2.983333333333333,2,4.455,1,1.48,0,0,-0.3435988597999997
5etb,4,3.6300000000000003,4,1.9499999999999997,4,2.8800000000000003,0,0,0,0,0,0,0,0,0,0,-0.31712677059999983
1w7g,2,3.4699999999999998,6,2.438333333333333,6,3.2166666666666672,2,3.05,2,3.165,2,4.8100000000000005,0,0,0,0,-0.5922711497000002
4xoc,6,3.7350000000000008,17,2.2529411764705882,17,2.999411764705883,3,2.8000000000000003,3,2.736666666666667,0,0,0,0,0,0,3.9351887268
2vwo,6,3.716666666666667,5,2.8120000000000003,5,3.504,0,0,0,0,0,0,4,0.9425,0,0,-0.48490897180000037
5f60,11,3.774545454545454,11,2.488181818181818,11,3.2263636363636365,7,3.354285714285715,7,2.885714285714286,0,0,0,0,0,0,1.4814322565000007
5exw,2,3.5549999999999997,28,2.348214285714285,28,3.12,8,3.66,8,3.51875,0,0,0,0,0,0,-0.8698871552999989
1g3e,1,3.85,5,2.518,5,3.218,3,3.296666666666667,3,3.3533333333333335,0,0,0,0,0,0,0.8979360060000001
1kjr,0,0,7,2.4328571428571424,7,3.1457142857142855,6,3.3449999999999993,6,3.105,1,4.11,0,0,1,0.94,0.5061677528999997
2jh6,2,3.795,4,2.7225,4,3.4225000000000003,4,3.6449999999999996,4,3.4425,0,0,0,0,0,0,1.9238499831999993
1w9u,5,3.65,10,2.302,10,3.1439999999999997,19,3.3936842105263154,19,3.1463157894736837,0,0,0,0,0,0,-1.7470399190999997
4gii,3,3.706666666666667,2,2.025,2,2.9450000000000003,2,3.9,2,3.54,0,0,0,0,0,0,2.1058543413000006
5u8c,4,3.6999999999999997,21,2.239047619047619,21,3.0738095238095235,4,3.4425,4,2.7725000000000004,1,3.48,1,1.25,0,0,-0.2019087973999989
2oxy,0,0,0,0,0,0,3,3.52,3,3.3800000000000003,0,0,0,0,0,0,2.2563253186
4b3b,0,0,8,2.28375,8,3.0712500000000005,5,3.6340000000000003,5,3.232,1,3.62,0,0,0,0,-1.1906579067999998
6hpw,5,3.586,18,2.415,18,3.182777777777778,3,3.206666666666667,3,3.52,1,2.76,3,1.2333333333333334,0,0,0.31810117589999987
3lq2,11,3.691818181818182,19,2.5921052631578956,19,3.338421052631579,15,3.2686666666666673,15,3.374666666666667,12,4.5183333333333335,0,0,0,0,-0.33184448919999987
6msy,1,3.74,8,2.41625,8,3.1337499999999996,1,4.02,1,2.91,0,0,0,0,0,0,2.2735004634999996
4bny,7,3.698571428571429,0,0,0,0,1,4.06,1,3.81,0,0,0,0,0,0,0.1534609502999995
4oma,1,3.5,17,2.5717647058823534,17,3.318823529411765,6,3.516666666666666,6,3.3733333333333335,1,5.29,0,0,1,1.66,-1.7736601774
4b32,4,3.7575,6,2.4183333333333334,6,3.1633333333333336,1,3.37,1,3.75,0,0,0,0,0,0,-0.8962788299
6glb,20,3.7415,15,2.4693333333333327,15,3.278,5,3.096,5,3.2439999999999998,0,0,0,0,0,0,0.26346796749999957
4mmp,2,3.79,7,2.5385714285714287,7,3.198571428571429,12,3.3208333333333333,12,3.060833333333333,2,4.26,0,0,0,0,0.9374961226000007
4q46,0,0,4,3.34,4,4.047499999999999,20,3.2735,20,3.2299999999999995,8,4.165,6,1.2516666666666665,4,1.265,-0.8187207748999996
5i7x,3,3.7099999999999995,2,1.96,2,2.855,0,0,0,0,0,0,2,0.9749999999999999,0,0,-0.012313570599999935
1hih,10,3.7399999999999998,7,2.0785714285714287,7,2.9785714285714286,2,3.005,2,3.04,2,5.164999999999999,0,0,0,0,0.9159809063000015
4z93,9,3.7277777777777774,4,2.7775,4,3.455,1,3.9,1,3.92,0,0,1,0.5,0,0,0.31339571319999937
5xvg,7,3.7114285714285713,21,2.307619047619048,21,3.1433333333333335,2,3.82,2,3.165,0,0,0,0,0,0,1.701438672800001
3o9e,10,3.7560000000000002,15,2.4893333333333336,15,3.25,5,3.5059999999999993,5,2.926,4,4.62,0,0,0,0,4.1530934870000005
5g5z,0,0,31,2.4519354838709675,31,3.2225806451612913,25,3.1604,25,3.364,4,4.647499999999999,0,0,0,0,-0.5624964008999989
1aj7,4,3.605,5,2.338,5,3.2600000000000002,0,0,0,0,0,0,1,0.91,0,0,-0.2590205871999993
2pvj,4,3.8125,4,2.485,4,3.3125,1,2.81,1,2.83,0,0,0,0,0,0,0.21611207459999981
2g94,34,3.7805882352941182,32,2.1731249999999998,32,3.0446874999999993,4,3.5625,4,2.9050000000000002,0,0,0,0,0,0,2.530427092
4r06,14,3.6835714285714283,3,1.86,3,2.6333333333333333,1,3.97,1,2.78,1,4.34,1,1.91,0,0,-0.8000683728999993
2cc7,1,3.54,4,2.8425000000000002,4,3.5324999999999998,2,2.95,2,4.07,0,0,4,1.16,0,0,3.0874312516
2c94,3,3.766666666666667,65,2.1690769230769233,65,3.007384615384616,22,3.1786363636363633,22,3.511818181818182,0,0,17,1.285882352941177,0,0,0.05885788270000081
3arw,1,3.96,5,2.568,5,3.382,3,3.763333333333333,3,3.7566666666666664,0,0,7,1.282857142857143,0,0,-1.1780125288999992
5en3,3,3.8233333333333337,1,3.21,1,3.7,1,2.91,1,3.7,0,0,0,0,0,0,1.8676878556999998
2uy5,4,3.6525000000000003,3,2.47,3,3.2133333333333334,1,3.81,1,2.86,0,0,3,0.8933333333333332,0,0,0.7571411052000006
4ara,11,3.696363636363636,18,3.0277777777777777,18,3.6127777777777776,8,3.32,8,3.13375,0,0,0,0,0,0,-0.00643426489999932
5kby,23,3.721304347826087,14,2.528571428571428,14,3.1950000000000003,8,3.71,8,2.90875,0,0,4,1.8,0,0,0.6012225453000006
3d78,14,3.802142857142857,10,2.479,10,3.2340000000000004,2,4.045,2,2.915,0,0,1,1.65,0,0,3.8947707203999995
4std,20,3.649000000000001,3,3.41,3,3.953333333333333,2,2.9050000000000002,2,2.91,0,0,7,1.0442857142857143,0,0,2.9011839404
1qk4,0,0,53,2.332264150943396,53,3.143584905660378,23,3.5095652173913043,23,3.5486956521739126,0,0,8,1.3424999999999998,0,0,-2.3017188427999997
5vih,4,3.7075,15,2.5020000000000002,15,3.220666666666667,4,3.6425,4,3.1225,3,3.53,0,0,0,0,2.155789328700001
5exm,4,3.7675,19,2.5310526315789477,19,3.313157894736842,4,3.36,4,3.1825,1,4.45,0,0,0,0,0.8453984586000001
5f2u,10,3.8339999999999996,3,2.97,3,3.573333333333333,0,0,0,0,0,0,0,0,0,0,2.9908269097
4o0y,3,3.7266666666666666,3,1.78,3,2.72,0,0,0,0,0,0,0,0,0,0,1.0049485226000003
6czb,0,0,28,2.2825,28,3.1449999999999996,19,3.299473684210526,19,3.403684210526316,12,3.981666666666667,0,0,0,0,4.7360527291
3pgl,3,3.8366666666666673,0,0,0,0,0,0,0,0,1,4.76,0,0,1,1.0,3.0882635936000002
4r73,0,0,32,2.398750000000001,32,3.1387500000000004,22,3.4131818181818185,22,3.386818181818182,2,4.9350000000000005,0,0,0,0,0.6463782271999996
4gq4,2,3.9299999999999997,7,3.031428571428571,7,3.6614285714285715,6,3.391666666666666,6,3.34,2,4.275,0,0,0,0,0.20810101010000093
6cdl,10,3.749999999999999,11,2.5472727272727274,11,3.3054545454545448,4,3.2249999999999996,4,2.9525,2,5.04,0,0,0,0,3.6731114651
1ikt,6,3.815,3,2.2866666666666666,3,3.186666666666666,0,0,0,0,2,4.795,1,0.9,0,0,-1.1797721968999997
2uyn,6,3.7116666666666664,9,2.4633333333333334,9,3.251111111111111,7,3.1771428571428575,7,3.8085714285714287,3,3.3800000000000003,0,0,0,0,0.7751462024000002
1j17,6,3.6566666666666663,5,2.392,5,3.232,1,2.8,1,4.09,1,4.58,0,0,0,0,-1.722842260100001
3gdt,0,0,24,2.827083333333334,24,3.4904166666666665,34,3.229411764705882,34,3.4332352941176474,12,4.161666666666668,0,0,0,0,3.790427882900001
2e2p,0,0,19,2.6957894736842105,19,3.4252631578947366,6,3.3033333333333332,6,3.311666666666666,11,4.254545454545455,0,0,0,0,-0.7144810265999997
3be9,9,3.6955555555555555,5,2.416,5,3.1120000000000005,1,4.01,1,2.73,0,0,0,0,0,0,-2.1090040251
1o2n,3,3.66,8,2.1125,8,2.93875,4,3.3625,4,3.1925,0,0,0,0,0,0,0.3212478480000005
1b05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0761340103000006
2qnn,11,3.7109090909090905,15,2.2893333333333334,15,3.122666666666666,8,3.5824999999999996,8,3.4675,2,4.495,0,0,0,0,-1.688026387199999
5btv,0,0,2,2.99,2,3.375,10,3.5309999999999997,10,3.3379999999999996,3,4.006666666666667,0,0,0,0,0.6927583091000002
2qbw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09845489519999973
2qtt,0,0,7,2.62,7,3.2871428571428574,3,3.463333333333333,3,3.266666666666667,0,0,0,0,0,0,-2.560877024899999
2bpv,5,3.682,4,2.325,4,3.215,6,3.278333333333333,6,3.168333333333333,2,4.859999999999999,0,0,0,0,0.5706749833000009
2bet,0,0,29,2.441034482758621,29,3.3237931034482764,24,3.108333333333333,24,3.3129166666666663,22,4.820454545454545,0,0,0,0,-0.6183057107000001
2b1i,0,0,50,2.4556000000000004,50,3.1898,16,3.5324999999999998,16,3.430625,8,4.4525,4,1.1800000000000002,0,0,0.3203177281000009
6eln,6,3.8433333333333333,3,3.4466666666666668,3,3.973333333333333,10,3.3549999999999995,10,3.2329999999999997,3,4.943333333333334,0,0,1,1.52,-1.1294881387999993
1pro,10,3.6380000000000003,10,2.389,10,3.2439999999999998,0,0,0,0,2,4.695,0,0,0,0,2.506533130300001
4mr3,7,3.6357142857142852,6,2.5233333333333334,6,3.278333333333333,1,3.06,1,2.93,0,0,1,0.32,0,0,0.5753568286000004
2rkg,11,3.767272727272727,7,2.332857142857143,7,3.1785714285714284,4,3.965,4,3.02,1,5.04,0,0,0,0,5.7883963988
5fcz,4,3.6950000000000003,13,2.393076923076923,13,3.06923076923077,6,3.39,6,3.1616666666666666,3,4.32,0,0,0,0,-0.31383878080000027
5j0d,8,3.77375,4,2.135,4,2.9825000000000004,3,3.3699999999999997,3,2.8633333333333333,0,0,0,0,0,0,0.5877901782000006
2pql,6,3.6983333333333337,2,2.025,2,2.91,1,2.65,1,3.9,0,0,1,1.4,0,0,1.8182280828000001
2ans,5,3.746000000000001,1,3.03,1,3.47,0,0,0,0,1,5.46,2,1.13,2,1.83,0.7457048185000001
1ai7,4,3.76,2,2.96,2,3.48,0,0,0,0,0,0,1,0.6,0,0,0.5834557012999997
5otc,6,3.8383333333333334,32,2.6487499999999997,32,3.3921874999999995,2,3.255,2,2.775,5,4.354000000000001,0,0,0,0,0.1326189805000002
3qtv,6,3.783333333333333,10,1.999,10,2.854,7,3.251428571428572,7,3.6042857142857136,2,4.545,0,0,0,0,-2.5323854243
4muv,0,0,24,2.53875,24,3.216249999999999,8,3.48375,8,3.35875,4,4.18,0,0,0,0,-2.8631798313
4ks4,5,3.694,4,2.435,4,3.2025,2,3.535,2,3.02,3,4.486666666666667,0,0,0,0,2.5909096898
4ggz,15,3.798666666666667,26,2.0711538461538463,26,3.0226923076923082,0,0,0,0,0,0,3,1.9266666666666665,0,0,4.3183366697
4zyf,8,3.8925,0,0,0,0,0,0,0,0,0,0,1,1.28,0,0,1.724942341100001
6d5g,4,3.7525,39,2.4556410256410257,39,3.2320512820512826,7,3.2714285714285714,7,3.3242857142857147,1,3.49,2,1.2000000000000002,0,0,-1.7244073495999999
